stem_path,match_key,score,tags
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Alone Again (Naturally)_(Instrumental).flac,alone again (naturally),1.000,nostalgic-hit; emotional-depth; vocal-magic; palate-cleanser; vocal-prominent; timeless-classic; cool-down; comedown; warm-analog; pop-sophisticated; non-danceable-standalone; fade-outro; sing-along-potential; lush
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Alone Again Or_(Vocals).flac,alone again or ( ),0.860,rock-classic; nostalgic-hit; timeless-classic; harmonic-surprise; vocal-magic; warm-analog; bridge-element; sing-along-potential; generational-bridge; head-nodder; key-adaptable; anchor-track
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Alone Again Or_(Instrumental).flac,alone again or ( ),0.860,rock-classic; nostalgic-hit; timeless-classic; harmonic-surprise; vocal-magic; warm-analog; bridge-element; sing-along-potential; generational-bridge; head-nodder; key-adaptable; anchor-track
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Always Forever_(Vocals).flac,always forever,1.000,nostalgic-hit; vocal-magic; retro-modern; emotional-depth; indie-cred; warm-analog; bridge-element; sustainer; head-nodder; layer-friendly; adds-depth; warm-up
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Always Forever_(Instrumental).flac,always forever,1.000,nostalgic-hit; vocal-magic; retro-modern; emotional-depth; indie-cred; warm-analog; bridge-element; sustainer; head-nodder; layer-friendly; adds-depth; warm-up
/Volumes/T7 Shield/3000AD/alldj_stem_separated/American Daydream_(Vocals).flac,american daydream,1.000,rock-indie; retro-modern; vintage-revival; vocal-prominent; melodic-overlay; warm-analog; lifts-mood; instant-impact; head-nodder; indie-cred; key-adaptable; smooth-transitions; crowd-pleaser; body-mover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/American Daydream_(Instrumental).flac,american daydream,1.000,rock-indie; retro-modern; vintage-revival; vocal-prominent; melodic-overlay; warm-analog; lifts-mood; instant-impact; head-nodder; indie-cred; key-adaptable; smooth-transitions; crowd-pleaser; body-mover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Amor de Mis Amores_(Vocals).flac,amor de mis amores,1.000,nostalgic-hit; vocal-magic; rhythmic-hypnosis; rhythmic-foundation; vocal-prominent; cultural-bridge; lifts-mood; instant-impact; crowd-pleaser; warm-analog; world-fusion; beatmatched-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Amor de Mis Amores_(Instrumental).flac,amor de mis amores,1.000,nostalgic-hit; vocal-magic; rhythmic-hypnosis; rhythmic-foundation; vocal-prominent; cultural-bridge; lifts-mood; instant-impact; crowd-pleaser; warm-analog; world-fusion; beatmatched-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Amsterdam_(Vocals).flac,amsterdam,1.000,rock-indie; pop-sophisticated; nostalgic-hit; euphoric-melody; vocal-prominent; indie-cred; warm-analog; head-nodder; layer-friendly; warm-up; sustainer; transition-tool; lifts-mood; generational-bridge; beatmatched-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Amsterdam_(Instrumental).flac,amsterdam,1.000,rock-indie; pop-sophisticated; nostalgic-hit; euphoric-melody; vocal-prominent; indie-cred; warm-analog; head-nodder; layer-friendly; warm-up; sustainer; transition-tool; lifts-mood; generational-bridge; beatmatched-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Anchin Kfu Ayinkash_(Vocals).flac,anchin kfu ayinkash,1.000,world-fusion; jazz-influenced; rhythmic-hypnosis; sophisticated-groove; vintage-revival; rhythmic-foundation; body-mover; warm-analog; loop-gold; tempo-flexible; intricate; maintains-vibe
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Anchin Kfu Ayinkash_(Instrumental).flac,anchin kfu ayinkash,1.000,world-fusion; jazz-influenced; rhythmic-hypnosis; sophisticated-groove; vintage-revival; rhythmic-foundation; body-mover; warm-analog; loop-gold; tempo-flexible; intricate; maintains-vibe
/Volumes/T7 Shield/3000AD/alldj_stem_separated/And Your Bird Can Sing_(Vocals).flac,and your bird can sing ( ),0.877,rock-classic; timeless-classic; nostalgic-hit; instant-impact; harmony-rich; full-energy-start; melodic-overlay; punchy-dynamics; body-mover; sing-along-potential; crowd-pleaser; beatmatched-friendly; boomer-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/And Your Bird Can Sing_(Instrumental).flac,and your bird can sing ( ),0.877,rock-classic; timeless-classic; nostalgic-hit; instant-impact; harmony-rich; full-energy-start; melodic-overlay; punchy-dynamics; body-mover; sing-along-potential; crowd-pleaser; beatmatched-friendly; boomer-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/ANDY_(Vocals).flac,andy,1.000,electronic-experimental; instant-impact; wildcard; punchy-dynamics; drop-heavy; energy-injector; experimental; genre-crossover; vocal-chopped; mashup-ready; body-mover; full-energy-start; instant-dancefloor
/Volumes/T7 Shield/3000AD/alldj_stem_separated/ANDY_(Instrumental).flac,andy,1.000,electronic-experimental; instant-impact; wildcard; punchy-dynamics; drop-heavy; energy-injector; experimental; genre-crossover; vocal-chopped; mashup-ready; body-mover; full-energy-start; instant-dancefloor
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Angels (feat. Saba)_(Vocals).flac,angels (feat. saba),1.000,hip-hop-conscious; instant-impact; cultural-moment; vocal-magic; lifts-mood; punchy-dynamics; sing-along-potential; beatmatched-friendly; full-energy-start; crowd-pleaser; rhythmic-foundation; genre-crossover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Angels (feat. Saba)_(Instrumental).flac,angels (feat. saba),1.000,hip-hop-conscious; instant-impact; cultural-moment; vocal-magic; lifts-mood; punchy-dynamics; sing-along-potential; beatmatched-friendly; full-energy-start; crowd-pleaser; rhythmic-foundation; genre-crossover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Anna (Go To Him)_(Vocals).flac,anna (go to him) ( ),0.866,rock-classic; nostalgic-hit; emotional-depth; vocal-prominent; warm-analog; timeless-classic; layer-friendly; cool-down; bridge-element; sing-along-potential; warm-up
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Anna (Go To Him)_(Instrumental).flac,anna (go to him) ( ),0.866,rock-classic; nostalgic-hit; emotional-depth; vocal-prominent; warm-analog; timeless-classic; layer-friendly; cool-down; bridge-element; sing-along-potential; warm-up
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Annie_(Vocals).flac,annie,1.000,rock-indie; nostalgic-hit; warm-analog; retro-modern; vocal-prominent; lifts-mood; sustainer; harmonic-surprise; layer-friendly; bridge-element; indie-cred; warm-up; lo-fi
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Annie_(Instrumental).flac,annie,1.000,rock-indie; nostalgic-hit; warm-analog; retro-modern; vocal-prominent; lifts-mood; sustainer; harmonic-surprise; layer-friendly; bridge-element; indie-cred; warm-up; lo-fi
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Another Man's Woman_(Vocals).flac,another man's woman,1.000,rock-classic; nostalgic-hit; harmonic-surprise; vocal-prominent; slow-burn; warm-analog; breakdown-rich; sing-along-potential; long-intro; boomer-classic; driving; anchor-track; adds-depth
"/Volumes/T7 Shield/3000AD/alldj_stem_separated/Another Brick in the Wall, Pt. 2_(Vocals).flac","another brick in the wall, pt. 2",1.000,rock-classic; nostalgic-hit; timeless-classic; vocal-prominent; sing-along-potential; head-nodder; harmonic-surprise; breakdown-rich; crowd-pleaser; sustainer; boomer-classic; rhythmic-foundation
"/Volumes/T7 Shield/3000AD/alldj_stem_separated/Another Brick in the Wall, Pt. 2_(Instrumental).flac","another brick in the wall, pt. 2",1.000,rock-classic; nostalgic-hit; timeless-classic; vocal-prominent; sing-along-potential; head-nodder; harmonic-surprise; breakdown-rich; crowd-pleaser; sustainer; boomer-classic; rhythmic-foundation
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Another Man's Woman_(Instrumental).flac,another man's woman,1.000,rock-classic; nostalgic-hit; harmonic-surprise; vocal-prominent; slow-burn; warm-analog; breakdown-rich; sing-along-potential; long-intro; boomer-classic; driving; anchor-track; adds-depth
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Anywhere but Here_(Vocals).flac,anywhere but here,1.000,pop-experimental; textural-beauty; harmony-rich; retro-modern; experimental; slow-burn; layer-friendly; atmospheric-wash; adds-depth; nostalgic-hit; texture-add; warm-analog; genre-crossover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Anywhere but Here_(Instrumental).flac,anywhere but here,1.000,pop-experimental; textural-beauty; harmony-rich; retro-modern; experimental; slow-burn; layer-friendly; atmospheric-wash; adds-depth; nostalgic-hit; texture-add; warm-analog; genre-crossover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Anywhere_(Vocals).flac,anywhere,1.000,euphoric-melody; vocal-magic; mainstream-crossover; lifts-mood; instant-dancefloor; crowd-pleaser; beatmatched-friendly; crisp-digital; warm-up; bridge-element; pop-sophisticated; sing-along-potential; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Anywhere_(Instrumental).flac,anywhere,1.000,euphoric-melody; vocal-magic; mainstream-crossover; lifts-mood; instant-dancefloor; crowd-pleaser; beatmatched-friendly; crisp-digital; warm-up; bridge-element; pop-sophisticated; sing-along-potential; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Apocalypse Dreams_(Vocals).flac,apocalypse dreams,1.000,rock-psychedelic; psychedelic-journey; warm-analog; emotional-rollercoaster; slow-burn; retro-modern; vocal-prominent; breakdown-rich; bridge-element; indie-cred; mind-expanding; harmonic-surprise
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Apocalypse Dreams_(Instrumental).flac,apocalypse dreams,1.000,rock-psychedelic; psychedelic-journey; warm-analog; emotional-rollercoaster; slow-burn; retro-modern; vocal-prominent; breakdown-rich; bridge-element; indie-cred; mind-expanding; harmonic-surprise
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Apple Blossom_(Vocals).flac,apple blossom,1.000,nostalgic-hit; vocal-magic; rock-indie; lo-fi; warm-analog; indie-cred; lifts-mood; head-nodder; palate-cleanser; short-intro; bridge-element; vintage-revival; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Apple Blossom_(Instrumental).flac,apple blossom,1.000,nostalgic-hit; vocal-magic; rock-indie; lo-fi; warm-analog; indie-cred; lifts-mood; head-nodder; palate-cleanser; short-intro; bridge-element; vintage-revival; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Arc-en-ciel_(Vocals).flac,arc-en-ciel,1.000,electronic-dance; world-fusion; euphoric-melody; retro-modern; lifts-mood; sustainer; warm-up; vocal-minimal; layer-friendly; warm-analog; crowd-pleaser; melodic-overlay
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Arc-en-ciel_(Instrumental).flac,arc-en-ciel,1.000,electronic-dance; world-fusion; euphoric-melody; retro-modern; lifts-mood; sustainer; warm-up; vocal-minimal; layer-friendly; warm-analog; crowd-pleaser; melodic-overlay
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Aquarius Let The Sunshine In (The Flesh Failures) [Remastered]_(Vocals).flac,let the sunshine in (the flesh failures) (digitally ),0.689,nostalgic-hit; vocal-magic; harmony-rich; timeless-classic; lifts-mood; warm-up; warm-analog; crowd-pleaser; fade-outro; pop-sophisticated; sing-along-potential; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Aquarius Let The Sunshine In (The Flesh Failures) [Remastered]_(Instrumental).flac,let the sunshine in (the flesh failures) (digitally ),0.689,nostalgic-hit; vocal-magic; harmony-rich; timeless-classic; lifts-mood; warm-up; warm-analog; crowd-pleaser; fade-outro; pop-sophisticated; sing-along-potential; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Are You Ready For Love_(Vocals).flac,are you ready for love ( ),0.877,nostalgic-hit; euphoric-melody; vocal-prominent; harmony-rich; timeless-classic; warm-analog; crowd-pleaser; instant-dancefloor; beatmatched-friendly; layer-friendly; warm-up; lifts-mood; pop-sophisticated; remaster; boomer-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Are You Ready For Love_(Instrumental).flac,are you ready for love ( ),0.877,nostalgic-hit; euphoric-melody; vocal-prominent; harmony-rich; timeless-classic; warm-analog; crowd-pleaser; instant-dancefloor; beatmatched-friendly; layer-friendly; warm-up; lifts-mood; pop-sophisticated; remaster; boomer-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Around the World_(Vocals).flac,around the world,1.000,electronic-dance; rhythmic-hypnosis; instant-dancefloor; timeless-classic; long-intro; vocal-chopped; cultural-moment; lifts-mood; warm-analog; crowd-pleaser; loop-gold; beatmatched-friendly; rhythmic-foundation
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Around the World_(Instrumental).flac,around the world,1.000,electronic-dance; rhythmic-hypnosis; instant-dancefloor; timeless-classic; long-intro; vocal-chopped; cultural-moment; lifts-mood; warm-analog; crowd-pleaser; loop-gold; beatmatched-friendly; rhythmic-foundation
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Ashes to Ashes_(Vocals).flac,ashes to ashes ( ),0.700,nostalgic-hit; emotional-depth; harmonic-surprise; vocal-magic; sophisticated-groove; timeless-classic; generational-bridge; slow-burn; warm-up; bridge-element; breakdown-rich; warm-analog
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Ashes to Ashes_(Instrumental).flac,ashes to ashes ( ),0.700,nostalgic-hit; emotional-depth; harmonic-surprise; vocal-magic; sophisticated-groove; timeless-classic; generational-bridge; slow-burn; warm-up; bridge-element; breakdown-rich; warm-analog
/Volumes/T7 Shield/3000AD/alldj_stem_separated/At Last_(Vocals).flac,at last ( ),0.661,nostalgic-hit; emotional-depth; vocal-magic; timeless-classic; boomer-classic; bridge-element; palate-cleanser; cool-down; emotional-peak; warm-analog; non-danceable-standalone; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/At Last_(Instrumental).flac,at last ( ),0.661,nostalgic-hit; emotional-depth; vocal-magic; timeless-classic; boomer-classic; bridge-element; palate-cleanser; cool-down; emotional-peak; warm-analog; non-danceable-standalone; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/At the River_(Vocals).flac,at the river,1.000,nostalgic-hit; textural-beauty; emotional-depth; bridge-element; vocal-minimal; retro-modern; meditation-inducer; cool-down; sunrise; layer-friendly; atmospheric-wash; flowing; electronic-ambient; background-perfect
/Volumes/T7 Shield/3000AD/alldj_stem_separated/At the River_(Instrumental).flac,at the river,1.000,nostalgic-hit; textural-beauty; emotional-depth; bridge-element; vocal-minimal; retro-modern; meditation-inducer; cool-down; sunrise; layer-friendly; atmospheric-wash; flowing; electronic-ambient; background-perfect
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Atlantic.Wav_(Vocals).flac,atlantic.wav,1.000,electronic-experimental; textural-beauty; rhythmic-hypnosis; atmospheric-wash; texture-add; layer-friendly; hypnotic-builder; interlude; minimal-space; loop-gold; background-perfect; experimental
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Atlantic.Wav_(Instrumental).flac,atlantic.wav,1.000,electronic-experimental; textural-beauty; rhythmic-hypnosis; atmospheric-wash; texture-add; layer-friendly; hypnotic-builder; interlude; minimal-space; loop-gold; background-perfect; experimental
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Atomic Bomb_(Vocals).flac,atomic bomb,1.000,rhythmic-hypnosis; sophisticated-groove; world-fusion; warm-analog; long-intro; loop-gold; body-mover; rhythmic-foundation; cultural-bridge; slow-burn; mind-expanding; retro-modern; vocal-prominent
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Atomic Bomb_(Instrumental).flac,atomic bomb,1.000,rhythmic-hypnosis; sophisticated-groove; world-fusion; warm-analog; long-intro; loop-gold; body-mover; rhythmic-foundation; cultural-bridge; slow-burn; mind-expanding; retro-modern; vocal-prominent
/Volumes/T7 Shield/3000AD/alldj_stem_separated/ATWA_(Vocals).flac,atwa,1.000,emotional-depth; harmonic-surprise; vocal-prominent; wildcard; generational-bridge; emotional-rollercoaster; energy-weaver; gritty-texture; intricate; head-nodder; attention-grabber; breakdown-rich; original; genre-fluid
/Volumes/T7 Shield/3000AD/alldj_stem_separated/ATWA_(Instrumental).flac,atwa,1.000,emotional-depth; harmonic-surprise; vocal-prominent; wildcard; generational-bridge; emotional-rollercoaster; energy-weaver; gritty-texture; intricate; head-nodder; attention-grabber; breakdown-rich; original; genre-fluid
